,VIN,brand,model,trim,manufacture_year,mileage,MPG_city,MPG_highway,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,location,price
1135, 2C3CDXBG2KH588605,Dodge,['Charger'],SXT RWD,2019,"34,546", 19,30, Automatic, RWD,Gas,Gray,Black,0,1, Personal use,"Cornelius, NC","26,579"
1136, 3C4PDCBG9GT228767,Dodge,['Journey'],SXT FWD,2016,"173,247", 19,26, Automatic, FWD,Gas,Gray,Black,1,2, Personal use,"Farmington Hills, MI","7,898"
1137, 2FMPK4AP6LBB02400,Ford,['Edge'],ST AWD,2020,"15,080", 19,26, Automatic, AWD,Gas,Black,Black,0,3, Personal use,"Branson, MO","40,986"
1138, 3FA6P0CD6KR162230,Ford,['Fusion'],SEL FWD,2019,"82,489", 23,34, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Daytona Beach, FL","16,982"
1139, 1FTEW1EF5GKD08061,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2016,"64,344", 17,23, Automatic, 4WD,Gas,White,Beige,0,2, Personal use,"Mobile, AL","32,788"
1140, 1FT7X2A64GEB70870,Ford,"['Super', 'Duty', 'F-250']","XL SuperCab 142"" RWD",2016,"190,117",n/a,n/a, Automatic, RWD,Gas,White,Gray,0,2, Personal use,"Pasadena, TX","14,788"
1141, 2T1BURHE1KC130749,Toyota,['Corolla'],LE CVT,2019,"84,191", 28,36, Automatic, FWD,Gas,Blue,Unknown,1,2, Personal use,"Newport Beach, CA","15,999"
1142, 1FMCU9J96JUA03901,Ford,['Escape'],Titanium 4WD,2018,"99,029", 20,27, Automatic, 4WD,Gas,Black,Gray,0,1, Personal use,"Memphis, TN","18,489"
1143, 3FA6P0H74ER277626,Ford,['Fusion'],SE FWD,2014,"174,854", 22,34, Automatic, FWD,Gas,Black,Gray,0,2, Fleet use,"Norfolk, VA","6,995"
1144, 5UXTR7C54KLE94434,BMW,['X3'],sDrive30i RWD,2019,"80,996", 23,30, Automatic, RWD,Gas,Black,Black,0,1, Personal use,"Concord, CA","26,888"
1145, 1FMJU2AT9KEA17488,Ford,['Expedition'],Limited 4WD,2019,"114,954", 17,22, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Concord, CA","36,688"
1146, 5NPDH4AE2DH438037,Hyundai,['Elantra'],GLS Sedan Automatic,2013,"116,842", 28,38, Automatic, FWD,Gas,White,Beige,0,2, Personal use,"Ocala, FL","11,000"
1147, 1FM5K8D80DGB13342,Ford,['Explorer'],XLT 4WD,2013,"182,359", 17,23, Automatic, 4WD,Gas,Black,Black,2,2, Personal use,"Hazard, KY","7,600"
1148, 1FTEW1CB5KFB48684,Ford,['F-150'],XLT SuperCrew 5.5' Box 2WD,2019,"66,439", 19,25, Automatic, RWD,Gas,Silver,Unknown,0,1, Personal use,"Abilene, TX","31,900"
1149, 2GNAXKEV2K6119458,Chevrolet,['Equinox'],LT with 1LT FWD,2019,"79,681", 26,32, Automatic, FWD,Gas,Black,Gray,1,3, Fleet use,"Abilene, TX","20,994"
1150, 2C4RC1BG0KR555330,Chrysler,['Pacifica'],Touring L,2019,"36,700", 19,28, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Freeport, NY","22,979"
1151, 2C4RDGCG4KR798170,Dodge,"['Grand', 'Caravan']",SXT,2019,"68,503", 17,25, Automatic, FWD,Gas,Gray,Black,0,2, Personal use,"Rockingham, NC","23,595"
1152, 2T2BZMCA1KC198098,Lexus,['RX'],RX 350 AWD,2019,"39,530",n/a,n/a,n/a,n/a,n/a,Black,Black,0,1, Personal use,"Little Falls, NJ","36,596"
1153, 1FTFW1E50MFA72175,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2021,"7,541", 19,22, Automatic, 4WD,Gas,Blue,Blue,0,2, Personal use,"Fort Washington, MD","47,000"
1154, 3C6RR7KT0EG327800,Ram,['1500'],"Express Crew Cab 5'7"" Box 4WD",2014,"110,100", 16,23, Automatic, 4WD,Gas,White,Gray,1,1, Personal use,"Inwood, NY","16,999"
1155, 1G1ZD5ST8LF069285,Chevrolet,['Malibu'],LT,2020,"37,468", 29,36, Automatic, FWD,Gas,Silver,Gray,0,2, Fleet use,"Houston, TX","20,900"
1156, 2MEHM75V89X619141,Mercury,"['Grand', 'Marquis']",4dr Sedan LS,2009,"193,832", 16,24, Automatic, RWD,Gas,Blue,Blue,1,10, Personal use,"Orlando, FL","3,888"
1157, 2C3CDZAGXKH687721,Dodge,['Challenger'],SXT RWD Automatic,2019,"48,049", 19,30, Automatic, RWD,Gas,Black,Black,0,2, Personal use,"Duluth, GA","24,985"
1158, 1C4RJFDJXJC431861,Jeep,"['Grand', 'Cherokee']",SRT 4WD,2018,"40,079", 13,19, Automatic, 4WD,Gas,Silver,Black,0,1, Personal use,"Branson West, MO","59,000"
1159, 1FM5K8HT3GGD26921,Ford,['Explorer'],Platinum 4WD,2016,"41,599", 16,22, Automatic, 4WD,Gas,Black,Gray,1,2, Fleet use,"Fort Worth, TX","23,995"
1160, 1C4PJMDX4KD125766,Jeep,['Cherokee'],Limited 4WD,2019,"47,335", 19,27, Automatic, 4WD,Gas,Gray,Black,0,2, Personal use,"Northumberland, PA","26,874"
1161, WDDGF4HB0DR266636,Mercedes-Benz,['C-Class'],C 250 Sport Sedan RWD,2013,"78,000", 21,31, Automatic, RWD,Gas,Red,Black,0,4, Personal use,"Rancho Cordova, CA","12,999"
1162, 1G1ZD5ST1KF135108,Chevrolet,['Malibu'],LT with 1LT,2019,"43,701", 29,36, Automatic, FWD,Gas,Gray,Black,0,3, Fleet use,"Greensboro, NC","20,000"
1163, 3N1AB7AP7KY455264,Nissan,['Sentra'],SV CVT,2019,"50,577", 29,37, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Eatontown, NJ","16,267"
1164, 1FTEW1E51KKF33836,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"99,141", 18,23, Automatic, 4WD,Gas,White,Black,1,1, Personal use,"Lithia Springs, GA","31,998"
1165, 1C4PJMLB1KD255719,Jeep,['Cherokee'],Latitude Plus 4WD,2019,"61,824", 21,29, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Dublin, OH","21,991"
1166, 5N1AT2MV4KC725577,Nissan,['Rogue'],SV AWD,2019,"37,037", 25,32, Automatic, AWD,Gas,Black,Black,0,2, Personal use,"Keyport, NJ","21,334"
1167, 2C4RDGEGXJR342816,Dodge,"['Grand', 'Caravan']",GT,2018,"160,158", 17,25, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Wichita, KS","12,800"
1168, 1FTEW1E47LKD11844,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2020,"32,233", 18,23, Automatic, 4WD,Gas,Gray,Unknown,0,1, Personal use,"Abbeville, LA","44,988"
1169, 1FTFX1EF1GFB29350,Ford,['F-150'],XL SuperCab 6.5' Box 4WD,2016,"100,948", 17,23, Automatic, 4WD,Gas,White,Gray,0,2, Personal use,"Lakewood, CO","21,988"
1170, KL4CJASB4LB032127,Buick,['Encore'],Preferred FWD,2020,"47,076", 25,30, Automatic, FWD,Gas,White,Black,0,1, Personal use,"San Antonio, TX","19,991"
1171, 1N4BL4BV9LC252774,Nissan,['Altima'],2.5 S FWD,2020,"25,733", 28,39, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Vero Beach, FL","20,822"
1172, 4JGDF6EE7HA797470,Mercedes-Benz,['GLS'],GLS 450 4MATIC,2017,"116,238", 19,22, Automatic, AWD,Gas,White,Unknown,1,1, Personal use,"San Antonio, TX","27,900"
1173, JN8AT2MV7KW391603,Nissan,['Rogue'],SV AWD,2019,"33,948", 25,32, Automatic, AWD,Gas,Gray,Black,0,1, Personal use,"Wappingers Falls, NY","24,992"
1174, WDDWF4JB3GR131421,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,2016,"63,432", 25,34, Automatic, RWD,Gas,Black,Unknown,0,2, Personal use,"Kissimmee, FL","21,500"
1175, ZACCJBBB7HPE45376,Jeep,['Renegade'],Latitude 4WD,2017,"79,441", 21,29, Automatic, 4WD,Gas,Gray,Black,0,2, Personal use,"Lighthouse Point, FL","14,999"
1176, 4T1BF1FK6CU591630,Toyota,['Camry'],SE I4 Automatic,2012,"133,723", 25,35, Automatic, FWD,Gas,White,Unknown,0,3, Personal use,"Duluth, GA","11,285"
1177, 2GNFLFEK2F6134742,Chevrolet,['Equinox'],LT with 1LT AWD,2015,"82,059", 20,29, Automatic, AWD,Gas,Black,Black,0,2, Personal use,"Durham, NC","14,835"
1178, 1FTEW1CF2GFB28211,Ford,['F-150'],XLT SuperCrew 5.5' Box RWD,2016,"128,300", 18,25, Automatic, RWD,Gas,Gray,Gray,0,5, Fleet use,"Sterling, VA","18,494"
1179, KNMAT2MTXKP503458,Nissan,['Rogue'],SV FWD,2019,"103,466", 26,33, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Indianapolis, IN","17,900"
1180, 1GCVKREC7HZ239656,Chevrolet,"['Silverado', '1500']",LT Double Cab Standard Box 4WD,2017,"68,251", 17,22, Automatic, 4WD,Gas,Red,Black,0,1, Personal use,"Lancaster, OH","26,980"
1181, 1HGCV1F37LA065384,Honda,['Accord'],Sport 1.5T CVT,2020,"53,624", 29,35, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Palm Coast, FL","25,784"
1182, 3FA6P0H77GR106212,Ford,['Fusion'],SE FWD,2016,"70,663", 22,34, Automatic, FWD,Gas,Red,Black,0,2, Personal use,"El Cajon, CA","14,995"
1183, 1FM5K7F80FGA15390,Ford,['Explorer'],Limited FWD,2015,"159,909", 17,24, Automatic, FWD,Gas,Gray,Beige,1,3, Personal use,"Dallas, TX","12,490"
1184, 1GNERGKW9KJ134029,Chevrolet,['Traverse'],LT Cloth with 1LT FWD,2019,"104,220", 18,27, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Sarasota, FL","23,000"
1185, WVGAV7AXXGW007535,Volkswagen,['Tiguan'],S FWD Auto,2016,"60,913", 21,26, Automatic, FWD,Gas,White,Unknown,1,4, Personal use,"Garland, TX","14,999"
1186, 3N1AB7AP6KL603661,Nissan,['Sentra'],SV CVT,2019,"119,323", 29,37, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Oak Lawn, IL","13,999"
1187, 2T3J1RFV4KW008853,Toyota,['RAV4'],Adventure AWD,2019,"43,576", 25,33, Automatic, AWD,Gas,Black,Brown,0,2, Personal use,"Middleton, WI","32,986"
1188, 5XXGR4A6XFG393060,Kia,['Optima'],SXL Turbo,2015,"120,214", 20,31, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Lawndale, CA","14,995"
1189, 2C4RDGCG8KR757945,Dodge,"['Grand', 'Caravan']",SXT,2019,"51,761", 17,25, Automatic, FWD,Gas,Black,Black,0,2, Fleet use,"Montrose, CO","24,257"
1190, 2T2ZZMCA6KC129518,Lexus,['RX'],RX 350 FWD,2019,"49,156",n/a,n/a,n/a,n/a,n/a,Gray,Gray,0,1, Personal use,"Grapevine, TX","40,530"
1191, 1VWDT7A3XHC011685,Volkswagen,['Passat'],R-Line with Comfort Package Auto,2017,"181,499", 23,34, Automatic, FWD,Gas,Black,Black,0,2, Fleet use,"Haltom City, TX","9,995"
1192, 3C4NJDDB9KT795318,Jeep,['Compass'],Trailhawk 4WD,2019,"48,732", 22,30, Automatic, 4WD,Gas,Red,Black,0,1, Personal use,"Tampa, FL","22,300"
1193, 1G1ZD5ST0LF107074,Chevrolet,['Malibu'],LT,2020,"51,691", 29,36, Automatic, FWD,Gas,White,Black,0,1, Fleet use,"San Antonio, TX","22,998"
1194, 2HGFG3A54FH501464,Honda,['Civic'],LX Coupe Manual,2015,"63,162", 28,36, Manual, FWD,Gas,Black,Black,1,2, Personal use,"San Jose, CA","13,900"
1195, 5UXTR7C56KLE96086,BMW,['X3'],sDrive30i RWD,2019,"29,773", 23,30, Automatic, RWD,Gas,Black,Black,0,1, Personal use,"Chandler, AZ","34,177"
1196, 3GNAXLEX9LS730730,Chevrolet,['Equinox'],LT with 2LT FWD,2020,"8,659", 22,29, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Houston, TX","26,600"
1197, 3FA6P0H73ER294952,Ford,['Fusion'],SE FWD,2014,"115,540", 22,34, Automatic, FWD,Gas,Maroon,Unknown,0,1, Personal use,"Grand Rapids, MI","10,990"
1198, 1FT8W3B60HED02049,Ford,"['Super', 'Duty', 'F-350']",Lariat Crew Cab 6.75' Bed 4WD SRW,2017,"69,458",n/a,n/a, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Hillsboro, OR","54,995"
1199, MAJ6S3KL8LC346111,Ford,['EcoSport'],Titanium 4WD,2020,"49,254", 23,29, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Live Oak, TX","21,966"
1200, 1FTEW1E52KKD58416,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"56,030", 18,23, Automatic, 4WD,Gas,White,Gray,0,1, Personal use,"Easley, SC","36,750"
1201, KNDJP3A51K7001440,Kia,['Soul'],+ Automatic,2019,"73,370", 25,30, Automatic, FWD,Gas,White,Black,1,1, Personal use,"Houston, TX","15,000"
1202, 5YFEPRAE8LP105234,Toyota,['Corolla'],LE CVT,2020,"11,100",n/a,n/a,n/a,n/a,n/a,White,Gray,0,2, Personal use,"Fort Lauderdale, FL","20,327"
1203, 1C4HJXEN6LW204767,Jeep,['Wrangler'],Unlimited Sahara,2020,"47,130", 17,23, Automatic, 4WD,Gas,Gray,Black,0,1, Personal use,"Dallas, TX","37,897"
1204, 2HGFC2F60KH524919,Honda,['Civic'],LX Sedan CVT,2019,"33,813", 30,38, Automatic, FWD,Gas,Gray,Gray,1,2, Personal use,"Atlanta, GA","17,699"
1205, 1FTEW1CF0HKD10840,Ford,['F-150'],XLT SuperCrew 5.5' Box RWD,2017,"117,730", 18,25, Automatic, RWD,Gas,White,Gray,0,2, Personal use,"Waco, TX","24,898"
1206, 3GCPYDEK9KG296868,Chevrolet,"['Silverado', '1500']",LT Crew Cab Short Box 4WD,2019,"36,113", 19,22, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Springfield, PA","37,995"
1207, 2GNAXKEV0L6137605,Chevrolet,['Equinox'],LT with 1LT FWD,2020,"21,357", 26,32, Automatic, FWD,Gas,Gray,Black,0,1, Fleet use,"Fort Worth, TX","23,990"
1208, 1FTEW1E5XLFB75050,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2020,"80,042", 18,23, Automatic, 4WD,Gas,Blue,Gray,0,1, Personal use,"Salisbury, NC","36,733"
1209, 1FTEW1E53KFC76400,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"144,658", 18,23, Automatic, 4WD,Gas,White,Gray,0,1, Personal use,"Cumming, GA","29,999"
1210, 1FT8W3B66HEE79964,Ford,"['Super', 'Duty', 'F-350']",Lariat Crew Cab 6.75' Bed 4WD SRW,2017,"47,078",n/a,n/a, Automatic, 4WD,Gas,Black,Brown,0,4, Personal use,"Knoxville, TN","54,992"
1211, 1FTEW1EP8LFA61761,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2020,"24,048", 18,23, Automatic, 4WD,Gas,Red,Gray,0,1, Fleet use,"Oneonta, AL",n/a
1212, 1FTFW1ET5DKE88597,Ford,['F-150'],Platinum SuperCrew 5.5' Box 4WD,2013,"107,835", 14,19, Automatic, 4WD,Gas,White,Unknown,2,2, Fleet use,"Garfield, NJ","18,399"
1213, 1FTEW1EG9JFB70131,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2018,"36,473", 18,23, Automatic, 4WD,Gas,Silver,Black,0,1, Fleet use,"Tulare, CA","42,500"
1214, 5XXGT4L37KG335793,Kia,['Optima'],LX,2019,"143,987", 24,33, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Chantilly, VA","12,999"
1215, 2C3CDXBGXLH123877,Dodge,['Charger'],SXT RWD,2020,"57,197", 19,30, Automatic, RWD,Gas,Black,Black,0,1, Personal use,"Abilene, TX","27,900"
1216, 2GNAXUEV7L6206088,Chevrolet,['Equinox'],LT with 1LT AWD,2020,"39,955", 25,30, Automatic, AWD,Gas,Black,Black,2,1, Personal use,"Windsor, CO","21,000"
1217, 1G1ZD5STXLF117255,Chevrolet,['Malibu'],LT,2020,"41,313", 29,36, Automatic, FWD,Gas,White,Black,0,1, Personal use,"College Park, MD","21,497"
1218, 3FA6P0HD7FR182274,Ford,['Fusion'],SE FWD,2015,"114,329", 22,34, Automatic, FWD,Gas,Red,Unknown,0,2, Personal use,"Lawton, OK","11,999"
1219, 5NPEB4AC2DH652255,Hyundai,['Sonata'],GLS 2.4L (PZEV),2013,"123,460", 24,35, Automatic, FWD,Gas,White,Brown,0,2, Personal use,"Novato, CA","10,300"
1220, 5UXTR9C5XKLD95628,BMW,['X3'],xDrive30i AWD,2019,"82,017", 22,29, Automatic, AWD,Gas,White,Black,0,1, Personal use,"Leesburg, FL","29,888"
1221, 19XFB2F59CE072331,Honda,['Civic'],LX Sedan Automatic,2012,"88,308", 28,39, Automatic, FWD,Gas,Silver,Gray,0,2, Personal use,"Chicago, IL","11,444"
1222, 1C4BJWFGXJL883313,Jeep,['Wrangler'],Unlimited Rubicon (JK),2018,"38,507", 16,21, Automatic, 4WD,Gas,Gray,Black,0,2, Personal use,"Webster, TX","38,999"
1223, 3C6RR7LT1HG669212,Ram,['1500'],"Big Horn Crew Cab 5'7"" Box 4WD",2017,"102,525", 16,23, Automatic, 4WD,Gas,Gray,Gray,0,1, Personal use,"Bellevue, NE","23,500"
1224, 3GKALWEU1KL244258,GMC,['Terrain'],SLT Diesel AWD,2019,"95,084", 28,38, Automatic, AWD,Diesel,Blue,Black,0,3, Personal use,"Smyrna, GA","18,500"
1225, JN8AT3BA9MW011444,Nissan,['Rogue'],SV FWD,2021,"15,342",n/a,n/a,n/a,n/a,n/a,Silver,Black,0,1, Personal use,"Ft. Myers, FL","30,000"
1226, 2HGFC1E53KH707718,Honda,['Civic'],Si Sedan,2019,"14,730",n/a,n/a,n/a,n/a,n/a,White,Black,0,1, Personal use,"Hollywood, CA","29,500"
1227, 1FMCU0F7XJUA30456,Ford,['Escape'],S FWD,2018,"64,319", 21,29, Automatic, FWD,Gas,Blue,Black,2,1, Personal use,"Las Vegas, NV","15,400"
1228, 1C3CCCBG8FN648332,Chrysler,['200'],S FWD,2015,"132,544", 23,36, Automatic, FWD,Gas,Silver,Black,0,2, Personal use,"Tampa, FL","12,490"
1229, 1FTEW1EB4KFC59319,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"40,546", 18,23, Automatic, 4WD,Gas,Gray,Gray,0,1, Personal use,"Kennesaw, GA","34,944"
1230, 1FT7W2B64HEE42563,Ford,"['Super', 'Duty', 'F-250']",Lariat Crew Cab 8' Bed 4WD,2017,"51,085",n/a,n/a, Automatic, 4WD,Gas,White,Black,0,2, Personal use,"Homosassa, FL","53,268"
1231, 1C6SRFFT6LN110682,Ram,['1500'],"Big Horn Crew Cab 5'7"" Box 4WD",2020,"134,570", 19,24, Automatic, 4WD,Gas,Gray,Black,1,1, Personal use,"Lewisville, TX","32,984"
1232, 1FTEW1E87FFC41424,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2015,"112,844", 17,23, Automatic, 4WD,Gas,Black,Gray,0,1, Personal use,"Blue Springs, MO","23,999"
1233, 1FTEW1EP7JKE55546,Ford,['F-150'],XL SuperCrew 5.5' Box 4WD,2018,"72,150", 18,23, Automatic, 4WD,Gas,Black,Gray,0,1, Personal use,"Jennings, LA","33,512"
1234, 1C4HJXEG9JW291806,Jeep,['Wrangler'],Unlimited Moab,2018,"70,949", 18,23, Automatic, 4WD,Gas,Black,Black,0,2, Personal use,"Knoxville, TN","41,480"
1235, 5YFEPRAE0LP134226,Toyota,['Corolla'],LE CVT,2020,"51,377", 30,38, Automatic, FWD,Gas,Gray,Gray,0,1, Personal use,"Fort Lauderdale, FL","18,995"
1236, JTEZU5JR2J5176182,Toyota,['4Runner'],SR5 RWD,2018,"195,020", 17,21, Automatic, RWD,Gas,White,Unknown,1,1, Personal use,"Dallas, TX","21,999"
1237, 5YFBU4EE1DP167973,Toyota,['Corolla'],LE Automatic,2013,"72,317", 26,34, Automatic, FWD,Gas,Red,Gray,0,2, Fleet use,"St Louis Park, MN","11,995"
1238, 1FMCU9G91FUA19714,Ford,['Escape'],SE 4WD,2015,"81,878", 22,29, Automatic, 4WD,Gas,Silver,Gray,1,3, Fleet use,"Pueblo, CO","12,486"
1239, 2GNAXKEV7L6187871,Chevrolet,['Equinox'],LT with 1LT FWD,2020,"39,132", 26,32, Automatic, FWD,Gas,Gray,Gray,1,1, Personal use,"Monroe, NC","22,099"
1240, 3GNAXUEV3KL222346,Chevrolet,['Equinox'],LT with 1LT AWD,2019,"36,155", 25,30, Automatic, AWD,Gas,Blue,Black,0,1, Personal use,"Knoxville, TN","23,995"
1241, 1N4BL4BV7LC201483,Nissan,['Altima'],2.5 S FWD,2020,"62,964", 28,39, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Chandler, AZ","19,949"
1242, 1FTEW1EP9JFD83967,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2018,"48,801", 18,23, Automatic, 4WD,Gas,Black,Gray,0,2, Personal use,"Laurel, MD","35,299"
1243, 1FTFW1ET8EKG36288,Ford,['F-150'],XL SuperCrew 5.5' Box 4WD,2014,"77,186", 14,19, Automatic, 4WD,Gas,White,Gray,0,0, Personal use,"Houston, TX","22,991"
1244, 5NPD84LFXLH623246,Hyundai,['Elantra'],SEL IVT (SULEV),2020,"21,568", 30,40, Automatic, FWD,Gas,Black,Gray,1,1, Personal use,"Garland, TX","18,000"
1245, 1FTEW1EP9MKF10907,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2021,"9,906", 19,22, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Conroe, TX","48,993"
1246, WA1LFAFP0EA063035,Audi,['Q5'],Premium Plus 2.0T quattro,2014,"113,135", 20,28, Automatic, AWD,Gas,White,Black,0,3, Personal use,"Houston, TX","13,999"
1247, 3C4PDCBG3HT572824,Dodge,['Journey'],SXT FWD,2017,"37,764", 19,25, Automatic, FWD,Gas,Silver,Black,0,2, Personal use,"Santa Rosa, CA","16,500"
1248, 1C6RR6FGXJS349815,Ram,['1500'],"Tradesman Quad Cab 6'4"" Box 2WD",2018,"93,151", 17,25, Automatic, RWD,Gas,Red,Gray,0,3, Fleet use,"Alvin, TX","17,000"
1249, 2C4RC1GG6LR143679,Chrysler,['Pacifica'],Limited FWD,2020,"44,305", 19,28, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Bradenton, FL","34,550"
1250, 4T4BF3EK6BR087841,Toyota,['Camry'],LE I4 Automatic,2011,"78,005", 22,32, Automatic, FWD,Gas,Gray,Gray,1,4, Fleet use,"Los Angeles, CA","12,790"
1251, 1G1ZD5ST1LF048598,Chevrolet,['Malibu'],LT,2020,"22,109", 29,36, Automatic, FWD,Gas,Black,Black,0,2, Fleet use,"Tulsa, OK","24,488"
1252, 1C3CCCAB2FN554646,Chrysler,['200'],Limited FWD,2015,"58,098", 23,36, Automatic, FWD,Gas,Black,Black,0,2, Fleet use,"Midwest City, OK","11,750"
1253, 1C4HJWDG0HL754150,Jeep,['Wrangler'],Unlimited Sport,2017,"67,995", 16,21, Automatic, 4WD,Gas,Silver,Black,2,3, Fleet use,"Sanford, NC","28,504"
1254, 5YFBURHE8KP945336,Toyota,['Corolla'],LE CVT,2019,"27,431", 28,36, Automatic, FWD,Gas,Gray,Gray,1,1, Fleet use,"Spotsylvania, VA","16,999"
1255, KNDPM3AC1J7337105,Kia,['Sportage'],LX FWD,2018,"64,690", 23,30, Automatic, FWD,Gas,White,Black,0,1, Fleet use,"Hawthorne, CA","14,999"
1256, 3C4PDCAB7JT519295,Dodge,['Journey'],SE FWD,2018,"79,334", 19,25, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Houston, TX","14,884"
1257, 1FTEW1EP7LFB65934,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2020,"19,126", 18,23, Automatic, 4WD,Gas,Red,Black,0,1, Personal use,"Daytona Beach, FL","42,472"
1258, 5TFUW5F1XHX646145,Toyota,['Tundra'],SR5 Double Cab 6.5' Bed Flex Fuel 5.7L V8 4WD,2017,"105,029", 13,17, Automatic, 4WD,Gas,White,Unknown,0,1, Personal use,"Plano, TX","25,500"
1259, 1FAHP35N29W146937,Ford,['Focus'],SE Sedan,2009,"116,214", 24,35, Automatic, FWD,Gas,Black,Black,1,5, Personal use,"Boise, ID","5,600"
1260, 1FTEW1CG1JFD42459,Ford,['F-150'],King Ranch SuperCrew 5.5' Box 2WD,2018,"15,385", 17,23, Automatic, RWD,Gas,White,Beige,0,1, Personal use,"Jacksonville, FL","43,998"
1261, 1N4BL4BV9LC224246,Nissan,['Altima'],2.5 S FWD,2020,"47,900", 28,39, Automatic, FWD,Gas,Silver,Black,0,1, Fleet use,"Costa Mesa, CA","19,990"
1262, KNMAT2MV4JP568709,Nissan,['Rogue'],S AWD,2018,"169,320", 25,32, Automatic, AWD,Gas,Gray,Black,1,1, Personal use,"East Windsor, CT","12,500"
1263, KNMAT2MV4JP568709,Nissan,['Rogue'],S AWD,2018,"169,320", 25,32, Automatic, AWD,Gas,Gray,Black,1,1, Personal use,"East Windsor, CT","12,500"
1264, 1FTEW1EP0LFB52619,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2020,"36,348",n/a,n/a,n/a,n/a,n/a,Silver,Black,0,1, Personal use,"Virginia Beach, VA","40,151"
1265, 1C4RJFBG0KC750579,Jeep,"['Grand', 'Cherokee']",Limited 4WD,2019,"22,298", 18,25, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Waite Park, MN","37,993"
1266, 1N4AL3APXFC239514,Nissan,['Altima'],2.5,2015,"132,915", 27,38, Automatic, FWD,Gas,Black,Black,0,5, Fleet use,"San Diego, CA","8,699"
1267, 1C6RRFFG6LN308969,Ram,['1500'],"Big Horn Crew Cab 5'7"" Box 4WD",2020,"15,119",n/a,n/a,n/a,n/a,n/a,Gray,Black,0,1, Personal use,"Sterling Heights, MI","39,603"
1268, 2GNAXTEV8K6278653,Chevrolet,['Equinox'],LT with 2FL AWD,2019,"169,591", 24,30, Automatic, AWD,Gas,Silver,Black,0,2, Fleet use,"Atlantic Highlands, NJ","13,900"
1269, 3FA6P0HD1ER377026,Ford,['Fusion'],SE FWD,2014,"106,643", 22,34, Automatic, FWD,Gas,White,Black,0,4, Fleet use,"Kingman, AZ","12,995"
1270, 1C4PJMDX0LD606924,Jeep,['Cherokee'],Limited 4WD,2020,"63,767", 19,27, Automatic, 4WD,Gas,Gray,Black,0,1, Personal use,"Cedar Creek, TX","27,502"
1271, 3GKALMEVXKL356814,GMC,['Terrain'],SLE FWD,2019,"37,175", 26,30, Automatic, FWD,Gas,Blue,Black,1,1, Personal use,"Jacksonville, FL","21,477"
1272, 3FA6P0HD5LR136325,Ford,['Fusion'],SE FWD,2020,"46,170", 23,34, Automatic, FWD,Gas,White,Black,2,1, Personal use,"Pasadena, TX","19,749"
1273, WAU8DAF87KN003426,Audi,['A8'],L 3.0T,2019,"28,030", 19,27, Automatic, AWD,Gas,Black,Brown,0,2, Personal use,"Cockeysville, MD","58,395"
1274, 5TDJZRFH7KS590872,Toyota,['Highlander'],XLE V6 AWD,2019,"38,025", 20,26, Automatic, AWD,Gas,Silver,Black,0,1, Personal use,"Hanover, MA","34,000"
