,VIN,brand,model,trim,manufacture_year,mileage,MPG_city,MPG_highway,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,location,price
997, 1FTEW1E5XKFD16052,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"26,781", 18,23, Automatic, 4WD,Gas,Gray,Gray,0,1, Personal use,"Watertown, NY","40,011"
998, 3GNAXXEV4KS594978,Chevrolet,['Equinox'],Premier with 1LZ AWD,2019,"76,591", 25,30, Automatic, AWD,Gas,Silver,Gray,0,1, Fleet use,"Greensboro, NC","22,500"
999, 5GRGN23U33H118753,HUMMER,['H2'],SUV,2003,"171,575",n/a,n/a, Automatic, 4WD,Gas,White,Beige,0,4, Personal use,"Stafford, VA","9,786"
1000, KMHCT4AE1HU317176,Hyundai,['Accent'],SE Sedan Automatic,2017,"75,216", 26,36, Automatic, FWD,Gas,Red,Gray,0,3, Fleet use,"Houston, TX","11,000"
1001, 1G1ZD5ST1MF068769,Chevrolet,['Malibu'],LT,2021,"38,566", 29,36, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Live Oak, TX","23,997"
1002, 3FA6P0D91LR174975,Ford,['Fusion'],Titanium AWD,2020,"15,344", 20,29, Automatic, AWD,Gas,White,Black,1,2, Personal use,"Charlotte, NC","26,600"
1003, 1G1ZD5ST1LF077597,Chevrolet,['Malibu'],LT,2020,"48,412", 29,36, Automatic, FWD,Gas,Silver,Black,1,1, Personal use,"Selma, NC","20,498"
1004, 1FMJU1KTXHEA05903,Ford,['Expedition'],Limited RWD,2017,"168,105", 15,21, Automatic, RWD,Gas,Black,Unknown,2,2, Personal use,"Houston, TX","17,498"
1005, JTDEPMAE1MJ138858,Toyota,['Corolla'],LE CVT,2021,"66,749", 30,38, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Fort Myers, FL","18,925"
1006, 1FTEW1EP1KFC90118,Ford,['F-150'],Lariat SuperCrew 5.5' Box 4WD,2019,"37,168", 19,24, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Hazelwood, MO","40,444"
1007, 1FTEW1E47KKD00535,Ford,['F-150'],Lariat SuperCrew 5.5' Box 4WD,2019,"79,709", 19,24, Automatic, 4WD,Gas,White,Beige,0,1, Fleet use,"East Wenatchee, WA","39,694"
1008, 1G1ZD5ST3LF113337,Chevrolet,['Malibu'],LT,2020,"41,248",n/a,n/a,n/a,n/a,n/a,Black,Black,0,2, Fleet use,"Sebring, FL","24,228"
1009, 5YFBURHE9KP927735,Toyota,['Corolla'],L CVT,2019,"49,970", 28,36, Automatic, FWD,Gas,Black,Unknown,1,1, Personal use,"Sacramento, CA","17,999"
1010, 1GCPYFED4MZ434686,Chevrolet,"['Silverado', '1500']",LT Trail Boss Crew Cab Short Bed 4WD,2021,"23,302", 16,21, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Lima, OH","49,999"
1011, 1GNSKCKCXFR171832,Chevrolet,['Tahoe'],LTZ 4WD,2015,"229,168", 16,22, Automatic, 4WD,Gas,White,Brown,1,2, Personal use,"Abilene, TX","19,998"
1012, 5NPD84LF1LH561350,Hyundai,['Elantra'],SEL 2.0L IVT,2020,"65,976", 30,40, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Lake City, FL","18,734"
1013, 1G11B5SL1FF142973,Chevrolet,['Malibu'],LS with 1LS,2015,"99,629", 25,36, Automatic, FWD,Gas,White,Black,1,2, Fleet use,"Branson, MO","10,999"
1014, 1FT7W2B61GEC41220,Ford,"['Super', 'Duty', 'F-250']","Lariat Crew Cab 172"" 4WD",2016,"73,591",n/a,n/a, Automatic, 4WD,Gas,Brown,Black,2,1, Personal use,"Plano, TX","39,883"
1015, 1GYFZCR44KF129795,Cadillac,['XT4'],Premium Luxury FWD,2019,"21,666", 24,30, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Orlando, FL","33,995"
1016, 5TDZARFH1KS056065,Toyota,['Highlander'],LE I4 FWD,2019,"175,449", 20,24, Automatic, FWD,Gas,White,Unknown,0,1, Personal use,"Deland, FL","23,625"
1017, 1FTEW1EF7HFC85425,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2017,"127,475", 17,23, Automatic, 4WD,Gas,Gray,Beige,1,3, Fleet use,"Norfolk, VA","22,000"
1018, 1N4BL4BV8LC236257,Nissan,['Altima'],2.5 S FWD,2020,"49,186", 28,39, Automatic, FWD,Gas,White,Black,0,3, Personal use,"Bonita Springs, FL","21,669"
1019, 1FTEW1EP5KFB66160,Ford,['F-150'],Lariat SuperCrew 5.5' Box 4WD,2019,"32,110", 19,24, Automatic, 4WD,Gas,Blue,Black,0,1, Personal use,"Clearwater, FL","46,255"
1020, 1G1ZD5ST1LF026052,Chevrolet,['Malibu'],LT,2020,"58,338",n/a,n/a,n/a,n/a,n/a,White,Black,0,2, Personal use,"Fresno, CA","21,399"
1021, 1FTEX1CM6EKD76302,Ford,['F-150'],XL SuperCab 6.5' Box RWD,2014,"196,923", 17,23, Automatic, RWD,Gas,White,Gray,0,3, Fleet use,"Abilene, TX","10,995"
1022, 1G1BC5SM8J7151893,Chevrolet,['Cruze'],LS with 1SB Sedan Automatic,2018,"72,910", 29,40, Automatic, FWD,Gas,Silver,Black,1,1, Fleet use,"Slidell, LA","12,998"
1023, 5NPD84LF8LH620569,Hyundai,['Elantra'],Value Edition IVT (SULEV),2020,"70,619", 30,40, Automatic, FWD,Gas,Blue,Gray,0,1, Personal use,"Merced, CA","17,174"
1024, 1GNERGKW5KJ117440,Chevrolet,['Traverse'],LT Cloth with 1LT FWD,2019,"95,832", 18,27, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Abilene, TX","26,993"
1025, 1N4BL4BV5LN316832,Nissan,['Altima'],2.5 S FWD,2020,"23,167", 28,39, Automatic, FWD,Gas,Black,Black,1,1, Personal use,"Middle Village, NY","19,495"
1026, 1C6RR7FT1ES411479,Ram,['1500'],"Express Quad Cab 6'4"" Box 4WD",2014,"121,302", 16,23, Automatic, 4WD,Gas,White,Gray,0,2, Personal use,"Houston, TX","18,900"
1027, 3GCUKREC1FG343908,Chevrolet,"['Silverado', '1500']",LT Z71 Crew Cab Short Box 4WD,2015,"141,648", 17,22, Automatic, 4WD,Gas,Green,Black,1,3, Personal use,"Pottsville, PA","22,378"
1028, 5NPDH4AE8DH345958,Hyundai,['Elantra'],GLS Sedan Automatic,2013,"111,968", 28,38, Automatic, FWD,Gas,Black,Gray,1,4, Fleet use,"San Diego, CA","7,999"
1029, 1C4BJWEG9DL628741,Jeep,['Wrangler'],Unlimited Sahara,2013,"107,172", 16,21, Automatic, 4WD,Gas,Silver,Black,0,2, Fleet use,"Virginia Beach, VA","22,500"
1030, 1FT8X3B69GEA27194,Ford,"['Super', 'Duty', 'F-350']","XL SuperCab 158"" 4WD",2016,"85,872",n/a,n/a, Automatic, 4WD,Gas,White,Gray,2,2, Personal use,"Houston, TX","26,991"
1031, 1FTEW1EP5MFB18838,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2021,"9,513", 19,22, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Hicksville, OH","48,395"
1032, 1FTEW1C53LKD78324,Ford,['F-150'],XLT SuperCrew 5.5' Box 2WD,2020,"63,373", 19,25, Automatic, RWD,Gas,Gray,Gray,0,1, Personal use,"Clarksville, TN","31,699"
1033, JF2GPANC9HH231402,Subaru,['Crosstrek'],2.0i Limited CVT,2017,"131,093", 26,33, Automatic, AWD,Gas,White,Black,2,2, Fleet use,"Boise, ID","16,000"
1034, 1C4AJWAG3GL258568,Jeep,['Wrangler'],Willys Wheeler,2016,"96,061", 17,21, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Palm Coast, FL","22,656"
1035, 3KPFK4A79HE012528,Kia,['Forte'],LX Sedan Automatic,2017,"73,362", 29,38, Automatic, FWD,Gas,White,Black,0,5, Fleet use,"Tampa, FL","14,500"
1036, KMHDH4AE4FU455488,Hyundai,['Elantra'],SE Sedan Automatic,2015,"66,188", 28,38, Automatic, FWD,Gas,Red,Gray,0,2, Fleet use,"Austin, TX","11,995"
1037, 1C4PJLCBXGW370910,Jeep,['Cherokee'],75th Anniversary FWD,2016,"108,826", 22,31, Automatic, FWD,Gas,White,Black,0,2, Personal use,"San Antonio, TX","13,988"
1038, WA1BNAFY4K2106644,Audi,['Q5'],Premium Plus,2019,"31,657", 22,27, Automatic, AWD,Gas,White,Brown,0,3, Personal use,"Sarasota, FL","34,911"
1039, 2HGFC2F68KH592532,Honda,['Civic'],LX Sedan CVT,2019,"78,325", 30,38, Automatic, FWD,Gas,Red,Black,0,1, Fleet use,"West Palm Beach, FL","16,497"
1040, 55SWF4JB6HU210369,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,2017,"70,040", 23,30, Automatic, RWD,Gas,White,Black,0,2, Personal use,"Colma, CA","25,491"
1041, 1FT7W2B6XKEC38311,Ford,"['Super', 'Duty', 'F-250']",Lariat 4WD Crew Cab 6.75' Box,2019,"91,138",n/a,n/a, Automatic, 4WD,Gas,Gray,Black,0,1, Personal use,"San Antonio, TX","49,495"
1042, 2GNAXNEV1L6200146,Chevrolet,['Equinox'],Premier with 1LZ FWD,2020,"51,591", 26,32, Automatic, FWD,Gas,Silver,Gray,0,1, Fleet use,"Roseville, CA","25,996"
1043, 1N6AD0ER3KN790672,Nissan,['Frontier'],SV Crew Cab 2WD Automatic,2019,"46,361", 16,22, Automatic, RWD,Gas,White,Gray,1,1, Fleet use,"Fredericksburg, VA","21,000"
1044, 1FMCU0H65LUB19844,Ford,['Escape'],SEL FWD,2020,"46,983", 27,33, Automatic, FWD,Gas,White,Gray,0,1, Personal use,"Conroe, TX","24,792"
1045, 1FTEW1EB1KKD15286,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"83,359", 18,23, Automatic, 4WD,Gas,Silver,Gray,0,2, Personal use,"Springfield, IL","32,998"
1046, 3VWPL7AJ1EM609119,Volkswagen,['Jetta'],SportWagen TDI DSG,2014,"107,329", 29,39, Automatic, FWD,Diesel,Silver,Black,0,1, Personal use,"Plano, TX","13,880"
1047, 1FMCU9GD2JUC72733,Ford,['Escape'],SE 4WD,2018,"50,447", 22,28, Automatic, 4WD,Gas,Blue,Black,0,2, Personal use,"Greensboro, NC","18,898"
1048, 5XXGT4L36LG422666,Kia,['Optima'],LX Automatic,2020,"87,952", 24,32, Automatic, FWD,Gas,Gray,Black,0,1, Fleet use,"Winter Park, FL","17,995"
1049, 3GCUKREC4JG244122,Chevrolet,"['Silverado', '1500']",LT Z71 Crew Cab Short Box 4WD,2018,"160,860", 17,22, Automatic, 4WD,Gas,White,Brown,1,1, Fleet use,"Greensboro, NC","25,999"
1050, 1N4AL3AP0GN381196,Nissan,['Altima'],2.5 SR,2016,"37,498", 26,37, Automatic, FWD,Gas,Black,Black,2,2, Fleet use,"Tacoma, WA","14,988"
1051, 1FT7X2A68GEC90414,Ford,"['Super', 'Duty', 'F-250']","XL SuperCab 158"" RWD",2016,"147,604",n/a,n/a, Automatic, RWD,Gas,Silver,Gray,2,1, Personal use,"Fort Wayne, IN","15,999"
1052, YV4A22PL4K1488485,Volvo,['XC90'],T6 Inscription AWD,2019,"32,364",n/a,n/a,n/a,n/a,n/a,Gray,Brown,1,1, Personal use,"San Antonio, TX","44,968"
1053, 4T1B11HK3KU802728,Toyota,['Camry'],SE Automatic,2019,"27,505", 28,39, Automatic, FWD,Gas,Gray,Gray,0,1, Personal use,"Old Bridge, NJ","23,000"
1054, 1FTFX1EF9FFA41614,Ford,['F-150'],XL SuperCab 6.5' Box 4WD,2015,"81,221", 17,23, Automatic, 4WD,Gas,White,Unknown,0,1, Fleet use,"San Angelo, TX","25,999"
1055, 2GNALBEK4F6238295,Chevrolet,['Equinox'],LT with 1LT FWD,2015,"106,644", 22,32, Automatic, FWD,Gas,Red,Black,0,2, Personal use,"Highland, IN","12,490"
1056, 1GCUYDED5KZ140881,Chevrolet,"['Silverado', '1500']",LT Crew Cab Short Box 4WD,2019,"149,126", 19,22, Automatic, 4WD,Gas,Black,Unknown,1,2, Fleet use,"Smyrna, GA","28,999"
1057, 1C4RJFBGXKC834120,Jeep,"['Grand', 'Cherokee']",Limited 4WD,2019,"35,736", 18,25, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Shrewsbury, MA","33,500"
1058, 1FTEW1C55LKD25947,Ford,['F-150'],Lariat SuperCrew 5.5' Box 2WD,2020,"63,999", 20,26, Automatic, RWD,Gas,Silver,Gray,0,1, Personal use,"Port Richey, FL","38,285"
1059, 1G1PC5SB4F7213107,Chevrolet,['Cruze'],LT with 1LT Automatic,2015,"59,225", 26,38, Automatic, FWD,Gas,Gray,Black,0,2, Personal use,"Fort Worth, TX","13,990"
1060, 3C4PDCGB1LT265061,Dodge,['Journey'],Crossroad FWD,2020,"46,409", 19,25, Automatic, FWD,Gas,Gray,Black,0,1, Fleet use,"Longview, TX","24,272"
1061, 3GKALVEV7LL145934,GMC,['Terrain'],SLT AWD,2020,"47,050", 25,28, Automatic, AWD,Gas,White,Black,0,1, Fleet use,"Roseville, CA","25,994"
1062, 2C4RDGBG8KR641565,Dodge,"['Grand', 'Caravan']",SE,2019,"91,069", 17,25, Automatic, FWD,Gas,White,Black,0,1, Fleet use,"Lincoln, NE","15,998"
1063, 5N1DL0MMXKC569568,INFINITI,['QX60'],2019.5 LUXE AWD,2019,"26,830", 19,26, Automatic, AWD,Gas,Black,Beige,0,1, Personal use,"Fort Myers, FL","36,500"
1064, 1C4PJMDX3KD106917,Jeep,['Cherokee'],Limited 4WD,2019,"94,600", 19,27, Automatic, 4WD,Gas,Black,Black,2,1, Personal use,"Naugatuck, CT","18,495"
1065, 5YFEPMAE3MP218965,Toyota,['Corolla'],LE CVT,2021,"24,776", 30,38, Automatic, FWD,Gas,Silver,Black,0,1, Fleet use,"San Diego, CA","22,999"
1066, 1FTEW1C50LFB36874,Ford,['F-150'],Lariat SuperCrew 5.5' Box 2WD,2020,"65,039", 20,26, Automatic, RWD,Gas,Black,Unknown,0,1, Fleet use,"La Grange, GA","37,999"
1067, 5J6RW1H82HL009597,Honda,['CR-V'],EX-L FWD,2017,"154,745", 28,34, Automatic, FWD,Gas,Black,Unknown,0,1, Personal use,"Maitland, FL","17,900"
1068, KNADM4A34H6025169,Kia,['Rio'],LX Sedan Automatic,2017,"59,200", 27,36, Automatic, FWD,Gas,Black,Beige,0,2, Fleet use,"Indianapolis, IN","13,000"
1069, 3C4NJDCB5KT806672,Jeep,['Compass'],Limited 4WD,2019,"58,408", 22,30, Automatic, 4WD,Gas,Gray,Black,0,1, Personal use,"Sterling Heights, MI","22,995"
1070, 1G1ZD5ST9LF014750,Chevrolet,['Malibu'],LT,2020,"29,499", 29,36, Automatic, FWD,Gas,Blue,Black,0,1, Personal use,"Cedar Creek, TX","25,137"
1071, 1FM5K8HT0HGC77422,Ford,['Explorer'],Platinum 4WD,2017,"90,334", 16,22, Automatic, 4WD,Gas,Black,Gray,0,1, Personal use,"Roseville, CA","26,887"
1072, 1GYKNCRS3KZ123722,Cadillac,['XT5'],Luxury FWD,2019,"23,739", 19,26, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Jacksonville, FL","32,991"
1073, 1G1ZD5ST7LF076373,Chevrolet,['Malibu'],LT,2020,"61,019", 29,36, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Las Vegas, NV","20,341"
1074, JF2SKAGC0KH517927,Subaru,['Forester'],2.5i Premium,2019,"130,281", 26,33, Automatic, AWD,Gas,Black,Black,0,1, Fleet use,"Midway, CA","17,630"
1075, 1C6RRFFG8LN101094,Ram,['1500'],"Big Horn Crew Cab 5'7"" Box 4WD",2020,"13,006", 19,24, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Quakertown, PA","38,990"
1076, 3PCAJ5M37KF107568,INFINITI,['QX50'],ESSENTIAL AWD,2019,"93,901", 24,30, Automatic, AWD,Gas,White,Gray,0,1, Personal use,"Freeport, NY","22,958"
1077, 1FTFX1EF3DFA84780,Ford,['F-150'],XLT SuperCab 6.5' Box 4WD,2013,"98,776", 16,21, Automatic, 4WD,Gas,White,Gray,1,2, Personal use,"Indianapolis, IN","16,991"
1078, 55SWF8DBXKU283397,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,2019,"39,201",n/a,n/a,n/a,n/a,n/a,Silver,Gray,0,1, Personal use,"Rocklin, CA","32,199"
1079, 1FTFW1EV3AFA63207,Ford,['F-150'],Platinum SuperCrew 5.5' Box 4WD,2010,"96,402", 14,18, Automatic, 4WD,Gas,Red,Gray,1,3, Personal use,"Corpus Christi, TX","22,987"
1080, 1C4PJMDX6KD133304,Jeep,['Cherokee'],Limited 4WD,2019,"33,755",n/a,n/a,n/a,n/a,n/a,Black,Black,0,1, Personal use,"Manahawkin, NJ","27,972"
1081, ZAM57RTA6E1085840,Maserati,['Ghibli'],S Q4 AWD,2014,"54,591", 15,25, Automatic, AWD,Gas,White,Orange,0,2, Fleet use,"Virginia Beach, VA","28,995"
1082, 2FMPK3J92LBA15007,Ford,['Edge'],SEL FWD,2020,"50,953", 21,29, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Houston, TX","24,396"
1083, 5UXKR0C58J0X87463,BMW,['X5'],xDrive35i AWD,2018,"43,674", 18,24, Automatic, AWD,Gas,White,Unknown,0,1, Personal use,"Newark, NJ","31,995"
1084, 1GCVKREH8JZ103196,Chevrolet,"['Silverado', '1500']",LT Double Cab Standard Box 4WD,2018,"38,932", 17,22, Automatic, 4WD,Gas,White,Black,1,2, Personal use,"Florence, KY","32,491"
1085, 2C4RDGCG4KR785368,Dodge,"['Grand', 'Caravan']",SXT,2019,"80,876", 17,25, Automatic, FWD,Gas,Black,Black,0,2, Fleet use,"Clearwater, FL","18,500"
1086, 1G1ZD5ST5LF094600,Chevrolet,['Malibu'],LT,2020,"52,919", 29,36, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Waldorf, MD","21,375"
1087, 1FTEX1CB6JKD14245,Ford,['F-150'],XL SuperCab 6.5' Box 2WD,2018,"90,046", 20,25, Automatic, RWD,Gas,Silver,Gray,0,1, Personal use,"Brentwood, TN","21,000"
1088, 2C4RDGEG6KR567896,Dodge,"['Grand', 'Caravan']",GT,2019,"67,048", 17,25, Automatic, FWD,Gas,Black,Black,1,2, Fleet use,"Taylor, TX","20,942"
1089, 1GNSKCKC4FR105051,Chevrolet,['Tahoe'],LTZ 4WD,2015,"136,551", 16,22, Automatic, 4WD,Gas,White,Brown,0,3, Personal use,"Graham, NC","27,898"
1090, 3N1AB7AP0KY235092,Nissan,['Sentra'],SV CVT,2019,"82,773", 29,37, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Clarksville, TN","18,400"
1091, KL4CJCSBXLB057500,Buick,['Encore'],Essence FWD,2020,"47,956", 25,30, Automatic, FWD,Gas,Black,Black,0,2, Fleet use,"Avondale, AZ","20,739"
1092, 1GKKNMLS4LZ160692,GMC,['Acadia'],SLT FWD,2020,"26,802", 21,28, Automatic, FWD,Gas,Gray,Black,1,1, Personal use,"Las Vegas, NV","29,000"
1093, 5XYPG4A5XLG673145,Kia,['Sorento'],LX V6 FWD,2020,"53,424", 19,26, Automatic, FWD,Gas,Silver,Black,0,1, Fleet use,"Pensacola, FL","22,696"
1094, 2C4RDGCG7KR580630,Dodge,"['Grand', 'Caravan']",SXT,2019,"138,182", 17,25, Automatic, FWD,Gas,Red,Black,1,1, Personal use,"Midlothian, VA","14,950"
1095, 3N1AB7AP8JY294549,Nissan,['Sentra'],SV CVT,2018,"97,109", 29,37, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Dallas, TX","13,664"
1096, 2HGFC2F56JH608765,Honda,['Civic'],LX Sedan CVT,2018,"31,722", 31,40, Automatic, FWD,Gas,Gray,Black,0,2, Personal use,"Roseville, CA","22,996"
1097, 1FTFW1EF9DFC60993,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2013,"246,539", 14,19, Automatic, 4WD,Gas,Black,Black,0,2, Personal use,"Miami, FL","11,990"
1098, KNMAT2MT4KP553451,Nissan,['Rogue'],SV FWD,2019,"134,633", 26,33, Automatic, FWD,Gas,Black,Black,1,1, Personal use,"Miami Gardens, FL","15,957"
1099, 1G1BE5SM9H7245849,Chevrolet,['Cruze'],LT with 1SD Sedan Automatic,2017,"49,082", 30,40, Automatic, FWD,Gas,Silver,Black,0,2, Personal use,"Philadelphia, PA","15,915"
1100, 5N1AT2MT3LC715364,Nissan,['Rogue'],SL FWD,2020,"63,056", 26,33, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Clearwater, FL","21,895"
1101, 3GCUYEEL8MG450863,Chevrolet,"['Silverado', '1500']",RST Crew Cab Short Bed 4WD,2021,"3,795", 19,22, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Odessa, TX","54,988"
1102, 1FTPW12V58KE91709,Ford,['F-150'],XLT SuperCrew 5.5' Box 2WD,2008,"26,014", 14,19, Automatic, RWD,Gas,White,Unknown,0,3, Personal use,"Corona, CA","18,972"
1103, 2FMPK4J92LBA29365,Ford,['Edge'],SEL AWD,2020,"65,039", 21,28, Automatic, AWD,Gas,Black,Beige,0,2, Personal use,"Houston, TX","23,999"
1104, 1FTEX1C54JKE51310,Ford,['F-150'],XL SuperCab 6.5' Box 2WD,2018,"159,787", 20,25, Automatic, RWD,Gas,White,Gray,0,2, Personal use,"Comanche, TX","18,990"
1105, 1C4RJFBG6KC785272,Jeep,"['Grand', 'Cherokee']",Limited 4WD,2019,"28,825", 18,25, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Monroeville, PA","34,483"
1106, 1FMCU9GD9KUB76745,Ford,['Escape'],SE AWD,2019,"16,877", 22,28, Automatic, 4WD,Gas,Black,Gray,0,2, Personal use,"Angola, IN","23,780"
1107, ZACCJABB1JPH14794,Jeep,['Renegade'],Latitude FWD,2018,"55,783", 24,31, Automatic, FWD,Gas,White,Black,0,3, Fleet use,"Conroe, TX","15,250"
1108, WDC0G4KB8KV117391,Mercedes-Benz,['GLC'],GLC 300 4MATIC,2019,"45,538", 22,27, Automatic, AWD,Gas,Black,Black,1,2, Personal use,"San Jose, CA","32,439"
1109, 3GCRKSE33AG132814,Chevrolet,"['Silverado', '1500']",LT Crew Cab Short Box 4WD,2010,"185,659", 13,18, Automatic, 4WD,Gas,Blue,Gray,0,3, Fleet use,"Fort Wayne, IN","8,900"
1110, 1G1PE5SB2G7111509,Chevrolet,"['Cruze', 'Limited']",Limited LT with 1LT Sedan AT,2016,"112,418", 26,38, Automatic, FWD,Gas,Red,Black,1,5, Fleet use,"Hinesville, GA","8,995"
1111, JN8AT2MV8JW347995,Nissan,['Rogue'],SV AWD,2018,"14,375", 25,32, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"Freeport, NY","18,652"
1112, 2FMDK3KC7DBC13211,Ford,['Edge'],Limited FWD,2013,"132,201", 19,27, Automatic, FWD,Gas,Black,Black,0,3, Personal use,"Plantation, FL","10,690"
1113, 1FTMF1C56KKE18681,Ford,['F-150'],XLT Regular Cab 8' Box 2WD,2019,"18,580", 19,25, Automatic, RWD,Gas,White,Black,0,2, Personal use,"Fort Worth, TX","31,590"
1114, 55SWF4JB7JU275558,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,2018,"39,903",n/a,n/a,n/a,n/a,n/a,Black,Black,0,1, Personal use,"Newport Beach, CA","28,893"
1115, 1FT7W2B63GEB95888,Ford,"['Super', 'Duty', 'F-250']","XLT Crew Cab 156"" 4WD",2016,"136,299",n/a,n/a, Automatic, 4WD,Gas,White,Gray,0,3, Personal use,"Addison, TX","31,695"
1116, JTEBU11F670036707,Toyota,"['FJ', 'Cruiser']",4WD Automatic,2007,"177,432", 17,21, Automatic, 4WD,Gas,Silver,Black,0,1, Personal use,"Englewood, CO","14,495"
1117, 1G1ZD5ST3LF089766,Chevrolet,['Malibu'],LT,2020,"56,299", 29,36, Automatic, FWD,Gas,Black,Black,0,1, Fleet use,"West Palm Beach, FL","21,499"
1118, 1FTEW1E46LKD27081,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2020,"62,167", 18,23, Automatic, 4WD,Gas,Silver,Gray,0,1, Personal use,"Jane, MO","35,900"
1119, 1C4HJXEN4JW274975,Jeep,['Wrangler'],Unlimited Sahara (JL),2018,"35,106", 17,23, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Middleton, WI","39,986"
1120, 1FTEX1EBXKKD51653,Ford,['F-150'],XL SuperCab 6.5' Box 4WD,2019,"125,111", 18,23, Automatic, 4WD,Gas,White,Gray,0,1, Fleet use,"Fuquay Varina, NC","23,995"
1121, 5NPD84LF0LH571965,Hyundai,['Elantra'],SEL 2.0L IVT,2020,"60,622", 30,40, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Valencia, CA","18,498"
1122, 3GCPCREC3FG380761,Chevrolet,"['Silverado', '1500']",LT with 1LT Crew Cab Short Box 2WD,2015,"120,820", 18,24, Automatic, RWD,Gas,White,Black,1,3, Personal use,"Houston, TX","21,500"
1123, 1FTEW1E59KKC93337,Ford,['F-150'],Lariat SuperCrew 5.5' Box 4WD,2019,"92,350", 19,24, Automatic, 4WD,Gas,Unknown,Black,0,1, Personal use,"Blackfoot, ID","33,872"
1124, 1FTFX1EF5DFC99867,Ford,['F-150'],FX4 SuperCab 6.5' Box 4WD,2013,"133,874", 14,19, Automatic, 4WD,Gas,Red,Gray,0,3, Personal use,"Port Saint Lucie, FL","16,495"
1125, 1FTEW1E84HFB92783,Ford,['F-150'],XL SuperCrew 5.5' Box 4WD,2017,"149,720", 17,23, Automatic, 4WD,Gas,White,Unknown,0,1, Personal use,"Hillsdale, MI","19,997"
1126, 1N4BL4BV6KC187624,Nissan,['Altima'],S FWD,2019,"63,422", 28,39, Automatic, FWD,Gas,Gray,Black,0,2, Personal use,"San Jose, CA","18,990"
1127, 1G1ZD5ST4JF239039,Chevrolet,['Malibu'],LT with 1LT,2018,"45,450", 27,36, Automatic, FWD,Gas,Gray,Black,0,4, Personal use,"Hayward, CA","18,775"
1128, 3FA6P0D98LR133825,Ford,['Fusion'],Titanium AWD,2020,"64,704", 20,29, Automatic, AWD,Gas,Silver,Black,0,1, Personal use,"Panama City, FL","22,995"
1129, 2GNAXHEVXJ6200659,Chevrolet,['Equinox'],LS with 1LS FWD,2018,"23,299", 26,32, Automatic, FWD,Gas,Silver,Gray,0,1, Personal use,"Greensboro, NC","20,298"
1130, 5NPD84LF2HH076495,Hyundai,['Elantra'],SE 2.0L Sedan Automatic (alt),2017,"67,362", 29,38, Automatic, FWD,Gas,White,Gray,1,1, Personal use,"Sycamore, IL","13,599"
1131, 1GCVKPEC6JZ131667,Chevrolet,"['Silverado', '1500']",Custom Double Cab Standard Box 4WD,2018,"95,392", 17,22, Automatic, 4WD,Gas,Black,Gray,0,2, Personal use,"Raleigh, NC","27,995"
1132, 1C4RJEAG8KC778612,Jeep,"['Grand', 'Cherokee']",Altitude RWD,2019,"43,475", 19,26, Automatic, RWD,Gas,Black,Black,0,1, Personal use,"Henderson, NV","29,997"
1133, 1GCVKREC4FZ222178,Chevrolet,"['Silverado', '1500']",LT Z71 Double Cab Standard Box 4WD,2015,"115,645", 17,22, Automatic, 4WD,Gas,Red,Black,0,1, Personal use,"Grand Rapids, MI","24,990"
1134, 1C3CCCAB9FN657367,Chrysler,['200'],Limited FWD,2015,"98,802", 23,36, Automatic, FWD,Gas,Blue,Black,0,5, Personal use,"Sacramento, CA","11,999"
